ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.CodigoPublicoNaLegAtual;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.NomeCompletoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.SexoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.FormaTratamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlFotoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlPaginaParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlPaginaParticular;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.EmailParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.NumeroTelefone;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.OrdemPublicacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.IndicadorFax;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.SiglaPartidoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UfParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.MembroMesa;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.MembroLideranca;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.CodigoMandato;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.UfParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.NumeroLegislatura;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.NumeroLegislatura;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.CodigoExercicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.SiglaCausaAfastamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DescricaoCausaAfastamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataLeitura
5322;840;Romário;Romario de Souza Faria;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322;http://romario.org/;sen.romario@senado.leg.br;33036519;1;Não;PL;RJ;Sim;Não;;;;;;;;;;;;;;;;;;;;;
5322;840;Romário;Romario de Souza Faria;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322;http://romario.org/;sen.romario@senado.leg.br;33036517;2;Não;PL;RJ;Sim;Não;;;;;;;;;;;;;;;;;;;;;
5322;840;Romário;Romario de Souza Faria;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322;http://romario.org/;sen.romario@senado.leg.br;33036520;3;Sim;PL;RJ;Sim;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;509;RJ;55;2015-02-01;2019-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;509;RJ;;;;56;2019-02-01;2023-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;509;RJ;;;;;;;Titular;;;;1º Suplente;5613;João Batista Lemos;;;;;;
;;;;;;;;;;;;;;;;;509;RJ;;;;;;;Titular;;;;2º Suplente;791;Vivaldo Barbosa;;;;;;
;;;;;;;;;;;;;;;;;509;RJ;;;;;;;Titular;;;;;;;2746;2015-02-01;;;;
2331;901;Rose de Freitas;Rosilda de Freitas;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2331.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/2331;https://www.senadorarosedefreitas.com.br/;sen.rosedefreitas@senado.leg.br;33031156;1;Não;MDB;ES;Não;Não;;;;;;;;;;;;;;;;;;;;;
2331;901;Rose de Freitas;Rosilda de Freitas;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2331.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/2331;https://www.senadorarosedefreitas.com.br/;sen.rosedefreitas@senado.leg.br;33031129;2;Não;MDB;ES;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;503;ES;55;2015-02-01;2019-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;503;ES;;;;56;2019-02-01;2023-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;503;ES;;;;;;;Titular;;;;1º Suplente;151;Luiz Pastore;;;;;;
;;;;;;;;;;;;;;;;;503;ES;;;;;;;Titular;;;;2º Suplente;5583;Schariff Moyses;;;;;;
;;;;;;;;;;;;;;;;;503;ES;;;;;;;Titular;;;;;;;2952;2020-03-26;;;;
;;;;;;;;;;;;;;;;;503;ES;;;;;;;Titular;;;;;;;2749;2015-02-01;2019-11-19;LS;Licença saúde;
5527;939;Simone Tebet;Simone Nassar Tebet;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5527.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5527;https://simonetebet.com.br/;sen.simonetebet@senado.leg.br;33031128;1;Não;MDB;MS;Não;Não;;;;;;;;;;;;;;;;;;;;;
5527;939;Simone Tebet;Simone Nassar Tebet;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5527.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5527;https://simonetebet.com.br/;sen.simonetebet@senado.leg.br;33031920;2;Sim;MDB;MS;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;494;MS;55;2015-02-01;2019-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;494;MS;;;;56;2019-02-01;2023-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;494;MS;;;;;;;Titular;;;;1º Suplente;5593;Celso Dal Lago Rodrigues;;;;;;
;;;;;;;;;;;;;;;;;494;MS;;;;;;;Titular;;;;2º Suplente;5595;Moacir Kohl;;;;;;
;;;;;;;;;;;;;;;;;494;MS;;;;;;;Titular;;;;;;;2750;2015-02-01;;;;
5988;854;Soraya Thronicke;Soraya Vieira Thronicke;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5988;;sen.sorayathronicke@senado.leg.br;33031775;1;Não;PSL;MS;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;561;MS;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;561;MS;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;561;MS;;;;;;;Titular;;;;1º Suplente;5986;Rodolfo Nogueira;;;;;;
;;;;;;;;;;;;;;;;;561;MS;;;;;;;Titular;;;;2º Suplente;5987;Danny Fabricio;;;;;;
;;;;;;;;;;;;;;;;;561;MS;;;;;;;Titular;;;;;;;2937;2019-02-01;;;;
5959;817;Styvenson Valentim;Eann Styvenson Valentim Mendes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5959.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5959;;sen.styvensonvalentim@senado.leg.br;33031148;2;Não;PODEMOS;RN;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;550;RN;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;550;RN;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;550;RN;;;;;;;Titular;;;;1º Suplente;5962;Alisson Taveira;;;;;;
;;;;;;;;;;;;;;;;;550;RN;;;;;;;Titular;;;;2º Suplente;5963;Coronel Margarida;;;;;;
;;;;;;;;;;;;;;;;;550;RN;;;;;;;Titular;;;;;;;2899;2019-02-01;;;;
4560;850;Sérgio Petecão;Sérgio de Oliveira Cunha;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560;http://www.petecao.com.br/;sen.sergiopetecao@senado.leg.br;33034086;1;Não;PSD;AC;Não;Não;;;;;;;;;;;;;;;;;;;;;
4560;850;Sérgio Petecão;Sérgio de Oliveira Cunha;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560;http://www.petecao.com.br/;sen.sergiopetecao@senado.leg.br;33036708;1;Não;PSD;AC;Não;Não;;;;;;;;;;;;;;;;;;;;;
4560;850;Sérgio Petecão;Sérgio de Oliveira Cunha;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560;http://www.petecao.com.br/;sen.sergiopetecao@senado.leg.br;33036709;2;Não;PSD;AC;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;520;AC;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;520;AC;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;520;AC;;;;;;;Titular;;;;1º Suplente;5908;Maria das Vitórias;;;;;;
;;;;;;;;;;;;;;;;;520;AC;;;;;;;Titular;;;;2º Suplente;5909;Maria Alice;;;;;;
;;;;;;;;;;;;;;;;;520;AC;;;;;;;Titular;;;;;;;2935;2019-02-01;;;;
3396;812;Tasso Jereissati;Tasso Ribeiro Jereissati;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3396.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/3396;https://www.senadortasso.com.br/;sen.tassojereissati@senado.leg.br;33034502;1;Não;PSDB;CE;Não;Não;;;;;;;;;;;;;;;;;;;;;
3396;812;Tasso Jereissati;Tasso Ribeiro Jereissati;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3396.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/3396;https://www.senadortasso.com.br/;sen.tassojereissati@senado.leg.br;33034503;2;Não;PSDB;CE;Não;Não;;;;;;;;;;;;;;;;;;;;;
3396;812;Tasso Jereissati;Tasso Ribeiro Jereissati;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3396.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/3396;https://www.senadortasso.com.br/;sen.tassojereissati@senado.leg.br;33034517;2;Não;PSDB;CE;Não;Não;;;;;;;;;;;;;;;;;;;;;
3396;812;Tasso Jereissati;Tasso Ribeiro Jereissati;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3396.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/3396;https://www.senadortasso.com.br/;sen.tassojereissati@senado.leg.br;33034573;3;Não;PSDB;CE;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;512;CE;55;2015-02-01;2019-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;512;CE;;;;56;2019-02-01;2023-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;512;CE;;;;;;;Titular;;;;1º Suplente;611;Chiquinho Feitosa;;;;;;
;;;;;;;;;;;;;;;;;512;CE;;;;;;;Titular;;;;2º Suplente;5577;Fernando Façanha;;;;;;
;;;;;;;;;;;;;;;;;512;CE;;;;;;;Titular;;;;;;;2976;2022-02-27;;;;
;;;;;;;;;;;;;;;;;512;CE;;;;;;;Titular;;;;;;;2751;2015-02-01;2021-10-29;LP;Licença Particular;
5535;814;Telmário Mota;Telmário Mota de Oliveira;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5535;http://www.telmariomota.com.br/;sen.telmariomota@senado.leg.br;33036315;1;Não;PROS;RR;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;498;RR;55;2015-02-01;2019-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;498;RR;;;;56;2019-02-01;2023-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;498;RR;;;;;;;Titular;;;;1º Suplente;5619;Thieres Pinto;;;;;;
;;;;;;;;;;;;;;;;;498;RR;;;;;;;Titular;;;;2º Suplente;5621;Rudson Leite;;;;;;
;;;;;;;;;;;;;;;;;498;RR;;;;;;;Titular;;;;;;;2861;2018-10-04;;;;
;;;;;;;;;;;;;;;;;498;RR;;;;;;;Titular;;;;;;;2828;2017-04-14;2018-05-29;LSP;Licença Saúde-Particular;
;;;;;;;;;;;;;;;;;498;RR;;;;;;;Titular;;;;;;;2752;2015-02-01;2016-12-14;LSP;Licença Saúde-Particular;
5899;864;Vanderlan Cardoso;Vanderlan Vieira Cardoso;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5899.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5899;;sen.vanderlancardoso@senado.leg.br;33032092;1;Não;PSD;GO;Não;Não;;;;;;;;;;;;;;;;;;;;;
5899;864;Vanderlan Cardoso;Vanderlan Vieira Cardoso;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5899.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5899;;sen.vanderlancardoso@senado.leg.br;33032099;4;Não;PSD;GO;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;538;GO;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;538;GO;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;538;GO;;;;;;;Titular;;;;1º Suplente;453;Pedro Chaves;;;;;;
;;;;;;;;;;;;;;;;;538;GO;;;;;;;Titular;;;;2º Suplente;5912;Jader Melo;;;;;;
;;;;;;;;;;;;;;;;;538;GO;;;;;;;Titular;;;;;;;2938;2019-02-01;;;;
5748;821;Veneziano Vital do Rêgo;Veneziano Vital do Rêgo Segundo Neto;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5748.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5748;;sen.venezianovitaldorego@senado.leg.br;33032252;1;Não;MDB;PB;Sim;Não;;;;;;;;;;;;;;;;;;;;;
5748;821;Veneziano Vital do Rêgo;Veneziano Vital do Rêgo Segundo Neto;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5748.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5748;;sen.venezianovitaldorego@senado.leg.br;33032481;3;Não;MDB;PB;Sim;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;564;PB;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;564;PB;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;564;PB;;;;;;;Titular;;;;1º Suplente;63;Ney Suassuna;;;;;;
;;;;;;;;;;;;;;;;;564;PB;;;;;;;Titular;;;;2º Suplente;5995;Suely Santiago;;;;;;
;;;;;;;;;;;;;;;;;564;PB;;;;;;;Titular;;;;;;;2963;2021-01-22;;;;
;;;;;;;;;;;;;;;;;564;PB;;;;;;;Titular;;;;;;;2939;2019-02-01;2020-09-23;LP;Licença Particular;
1173;842;Wellington Fagundes;Wellington Antonio Fagundes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1173.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/1173;;sen.wellingtonfagundes@senado.leg.br;33036219;1;Não;PL;MT;Não;Sim;;;;;;;;;;;;;;;;;;;;;
1173;842;Wellington Fagundes;Wellington Antonio Fagundes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1173.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/1173;;sen.wellingtonfagundes@senado.leg.br;33033778;2;Não;PL;MT;Não;Sim;;;;;;;;;;;;;;;;;;;;;
1173;842;Wellington Fagundes;Wellington Antonio Fagundes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1173.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/1173;;sen.wellingtonfagundes@senado.leg.br;33036221;3;Não;PL;MT;Não;Sim;;;;;;;;;;;;;;;;;;;;;
1173;842;Wellington Fagundes;Wellington Antonio Fagundes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1173.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/1173;;sen.wellingtonfagundes@senado.leg.br;33033772;4;Não;PL;MT;Não;Sim;;;;;;;;;;;;;;;;;;;;;
1173;842;Wellington Fagundes;Wellington Antonio Fagundes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1173.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/1173;;sen.wellingtonfagundes@senado.leg.br;33036213;5;Não;PL;MT;Não;Sim;;;;;;;;;;;;;;;;;;;;;
1173;842;Wellington Fagundes;Wellington Antonio Fagundes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1173.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/1173;;sen.wellingtonfagundes@senado.leg.br;33033775;6;Não;PL;MT;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;506;MT;55;2015-02-01;2019-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;506;MT;;;;56;2019-02-01;2023-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;506;MT;;;;;;;Titular;;;;1º Suplente;4885;Jorge Yanai;;;;;;
;;;;;;;;;;;;;;;;;506;MT;;;;;;;Titular;;;;2º Suplente;5591;Manoel Motta;;;;;;
;;;;;;;;;;;;;;;;;506;MT;;;;;;;Titular;;;;;;;2753;2015-02-01;;;;
5411;808;Weverton;Weverton Rocha Marques de Sousa;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5411;;sen.wevertonrocha@senado.leg.br;33034161;1;Não;PDT;MA;Sim;Não;;;;;;;;;;;;;;;;;;;;;
5411;808;Weverton;Weverton Rocha Marques de Sousa;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5411;;sen.wevertonrocha@senado.leg.br;33031655;2;Não;PDT;MA;Sim;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;529;MA;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;529;MA;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;529;MA;;;;;;;Titular;;;;1º Suplente;5892;Roberth Bringel;;;;;;
;;;;;;;;;;;;;;;;;529;MA;;;;;;;Titular;;;;2º Suplente;5893;Suely Pereira;;;;;;
;;;;;;;;;;;;;;;;;529;MA;;;;;;;Titular;;;;;;;2940;2019-02-01;;;;
5783;818;Zenaide Maia;Zenaide Maia Calado Pereira dos Santos;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5783;;sen.zenaidemaia@senado.leg.br;33032371;1;Não;PROS;RN;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5783;818;Zenaide Maia;Zenaide Maia Calado Pereira dos Santos;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5783;;sen.zenaidemaia@senado.leg.br;33032372;2;Não;PROS;RN;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5783;818;Zenaide Maia;Zenaide Maia Calado Pereira dos Santos;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5783;;sen.zenaidemaia@senado.leg.br;33031813;3;Não;PROS;RN;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;551;RN;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;551;RN;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;551;RN;;;;;;;Titular;;;;1º Suplente;5965;Júnior Souto;;;;;;
;;;;;;;;;;;;;;;;;551;RN;;;;;;;Titular;;;;2º Suplente;5966;Pastor Manoel Roberto;;;;;;
;;;;;;;;;;;;;;;;;551;RN;;;;;;;Titular;;;;;;;2941;2019-02-01;;;;
3806;836;Zequinha Marinho;José da Cruz Marinho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3806.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/3806;;sen.zequinhamarinho@senado.leg.br;33036623;1;Não;PL;PA;Sim;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;566;PA;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;566;PA;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;566;PA;;;;;;;Titular;;;;1º Suplente;6001;Arlindo Silva;;;;;;
;;;;;;;;;;;;;;;;;566;PA;;;;;;;Titular;;;;2º Suplente;6002;Marinho Cunha;;;;;;
;;;;;;;;;;;;;;;;;566;PA;;;;;;;Titular;;;;;;;2916;2019-02-01;;;;
